job_title,company_name,city,country,posted_date,employment_type,education,job_description,skills,job_url
Senior Data Center Cooling Solutions Engineer,johnson controls arabia,,Saudi Arabia,2026-09-11,Full-time,Bachelor,"Johnson Controls Arabia is seeking an experienced HVAC sales professional to identify and close opportunities in data centers and mission-critical facilities in Saudi Arabia. You will build strong relationships with owners, operators, consultants, and EPCs while designing cooling solutions with engineering teams and presenting proposals that address energy efficiency, redundancy, and reliability. The role requires a bachelor’s degree in mechanical engineering and 7+ years in HVAC sales, with a",,https://en-sa.whatjobs.com/pub_api__cpl__10733267__7118?utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Data Engineer Intern — Real Production Data,تابي,Riyadh,Saudi Arabia,2026-09-11,Full-time,,"Tabby invites a high-potential intern to join the Data Platform & ML team in KSA for hands-on data engineering work. You will tackle real production tasks, contributor to data models, pipelines and quality checks, under senior review and mentoring. This is a full-time internship with growth into data engineering roles. We value strong SQL and Python foundations, familiarity with dbt, Airflow, BigQuery, and BI tools, plus a proactive, collaborative mindset and English documentation ability.","airflow, bigquery, data engineering, dbt, machine learning, python, sql",https://en-sa.whatjobs.com/pub_api__cpl__10733490__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Intern Data Engineer,تابي,Riyadh,Saudi Arabia,2026-09-11,Full-time,,"Intern Data Engineer Department: Data Platform & ML Employment Type: Internship Location: KSA Reporting To: Yahya Aloyoni Description Tabby builds financial products used by millions of users across the GCC. Data is a core part of how products, risk, finance and operations are built and scaled. Data is a core part of how products, risk, finance and operations are built and scaled. We work with large volumes of data under strict requirements for quality, cost efficiency and regulatory compliance. This is not a course and not a shadowing programme. It is an engineering role with real responsibility. Data engineers at Tabby work on the analytics and data platforms behind business decisions, product development and machine learning use cases. That covers data modelling, data pipelines, data quality and consumption by several internal teams. The internship is designed for strong","airflow, analytics, bigquery, cloud, data engineering, data modeling, data pipelines, data quality, data visualization, data warehousing, dbt, git, machine learning, python, regulatory compliance, sql, workflow orchestration",https://en-sa.whatjobs.com/pub_api__cpl__10733710__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Senior Data Engineer: Lakehouse & AI Platform Lead,Intelmatix,Riyadh,Saudi Arabia,2026-09-11,Full-time,,"Intelmatix seeks a Senior Data Engineer to architect and deliver an enterprise-grade Data Lakehouse for AI-ready analytics. You will design scalable data pipelines, ensure data quality, and build a secure platform compliant with national standards in Saudi Arabia. Based in Riyadh, you will lead a co-build effort with client teams, mentor engineers, and create runbooks to enable long-term operational ownership. Strong in Spark, cloud architectures, and data governance is required.","ai, analytics, cloud, data governance, data lakehouse, data pipelines, data quality, governance, lakehouse, spark",https://en-sa.whatjobs.com/pub_api__cpl__10734456__7118?utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Software Engineer - District Cooling Systems,OpenTalent,Riyadh,Saudi Arabia,2026-09-11,Full-time,,"Parsons in the Airport Systems unit is seeking a District Cooling Engineer focused on software to design, develop and maintain scalable software systems for critical infrastructure. You will write clean, well-tested code, participate in code reviews and contribute to engineering best practices, while collaborating with product and design teams to deliver features using solid design patterns and architectures.",design patterns,https://en-sa.whatjobs.com/pub_api__cpl__10733726__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
"Staff Software Engineer: Microservices, Kafka & Data Systems",Michael Page,Riyadh,Saudi Arabia,2026-09-11,Full-time,,"Client of Michael Page seeks a Staff Software Engineer in Riyadh to lead modernisation efforts, design distributed data solutions, and mentor engineers. You will collaborate with cross-functional teams to align software with business needs and ensure system reliability in a production environment. The role emphasizes legacy modernization, microservices migration, and building scalable data architectures within an ERP/SaaS context in a large Tech environment.","erp, microservices, saas",https://en-sa.whatjobs.com/pub_api__cpl__10734089__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Software Developer,Modern Mills Company,Jeddah,Saudi Arabia,2026-09-11,Full-time,,The role is responsible for developing maintaining and improving all in-house NET applications and services The candidate will manage and enhance the company s intranet portal build and support integrations using NET technologies and contribute to microservices development The role also includes front-end work using JavaScript SharePoint customization and administration and mobile application design The goal is to deliver stable secure and scalable solutions that support daily business operations and future growth Key Accountabilities Develop maintain and enhance all internal NET applications to ensure smooth and reliable operations Design and manage the organization s intranet portal including new features UI updates and performance improvements Build and support system integrations using NET frameworks APIs and web services Develop and maintain microservices to improve scalability performance and modularity of internal,"api, dotnet, front end, javascript, microservices, sharepoint, ui, version control",https://en-sa.whatjobs.com/pub_api__cpl__10734234__7118?geoID=18992&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Staff Software Engineer,Michael Page,Riyadh,Saudi Arabia,2026-09-11,Contract,,Work with a leading emerging Tech company Sector Technology Subsector IT Development Industry Technology amp Telecoms Location Riyadh. Contract type Permanent. Consultant name Farhan Khan. Job reference JN-PHONE NUMBER. Benefits Attractive salary with family benefits and relocation allowance if applicable. Comprehensive medical coverage. Schooling benefits for dependents. Attractive Package with Family Benefits and Relocation if applicable. Responsibilities Lead the modernisation of legacy systems to improve performance and scalability. Design and implement distributed data solutions. Collaborate with cross-functional teams to align software solutions with business needs. Ensure the reliability and efficiency of software systems. Identify and resolve technical challenges in system architecture. Contribute to the development of technical,"erp, java, kafka, microservices, saas, spring",https://en-sa.whatjobs.com/pub_api__cpl__10734327__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
QA Specialist,Naphora Games Group,,Saudi Arabia,2026-09-11,Full-time,,"At Naphora Games Group , we’re building more than games, we’re building a global team of ambitious, driven people who are hungry to learn, experiment, and raise the bar for the next generation of games. We collaborate openly, move fast, and challenge ourselves every day to build better, smarter, and faster. Our goal is to create world-class games that players around the globe love and remember. If you thrive in a high-performance, ownership-driven environment and want to make a real impact, you’ll fit right in with us. Role Summary We’re looking for a QA Specialist to join our growing team at Naphora Games Group and help us deliver high-quality mobile games. You’ll work hands-on with game builds, features, prototypes, and releases, helping ensure our games are stable, polished, and ready for players by identifying and documenting issues, validating fixes, and testing the overall player","analytics, android, automation, game development, ios, jira, miro, qa, test automation, unity",https://job-boards.eu.greenhouse.io/alemnafora/jobs/4974299101?utm_source=freehire.me
Podcast Video Editor - SaaS,jobgether,,Saudi Arabia,2026-09-11,Full-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Podcast Video Editor - SaaS based in Saudi Arabia. This role is an opportunity to shape high-quality, YouTube-first podcast content through polished and engaging video editing. You will transform multi-camera recordings into compelling long-form episodes, typically ranging from 60 to 90 minutes. The position combines precise editing, dynamic pacing, audio quality and visual storytelling to keep audiences engaged throughout each episode. You will also identify strong moments for social media and prepare rough vertical cutdowns for short-form distribution. Working within an established creative workflow, you will receive structured feedback while maintaining organised project files that support efficient final production. Strong performance on the initial project can lead to an ongoing creative partnership as the podcast","ai, gdpr, premiere pro, saas, video editing",https://jobs.lever.co/jobgether/991aa62f-5434-4f13-97b1-590c1a9f248a?utm_source=freehire.me
Video Editor VA,jobgether,,Saudi Arabia,2026-09-11,Part-time,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Video Editor VA (Long-Form Content) based in Saudi Arabia. As a Video Editor Virtual Assistant, you will transform raw footage into polished, engaging long-form video content for clients across international markets. You will manage the editing process from footage organization and trimming through final delivery and revisions. The role is ideal for a detail-oriented video editor who understands pacing, transitions, audio quality, and visual consistency. You will work on formats such as podcasts, interviews, training videos, and other full-length content. You will also add basic graphics, text overlays, and light effects when needed to enhance the final product. This is a flexible, part-time contractor opportunity where quality, reliability, organization, and responsiveness to feedback are highly","ai, davinci resolve, final cut pro, gdpr, premiere pro, video editing",https://jobs.lever.co/jobgether/2b16a273-9cce-40c3-a5fe-7c8c4b3ecbce?utm_source=freehire.me
BUSINESS ANALYST - PRODUCT SME - CORPORATE BANKING,Duncan & Ross,Riyadh,Saudi Arabia,2026-09-11,Full-time,,"Lead the development of business requirements for commercial-card products supporting corporate purchasing, travel and expense-management needs. Key Responsibilities Define commercial-card propositions, customer segments, card types and supported business use cases. Document end-to-end journeys for corporate onboarding, card issuance, activation, servicing, replacement, suspension and closure. Define company-level and cardholder-level limits, merchant-category controls, geographic controls and transaction restrictions. Capture requirements for physical and virtual cards, where applicable. Define billing, repayment, settlement, fees, statements and reconciliation requirements. Document corporate administrator capabilities, cardholder management, approval workflows and expense visibility. Define transaction monitoring, disputed-transaction, chargeback,",acceptance criteria,https://www.careers-page.com/duncan-ross-management-consultancies/job/5W875V4R?utm_source=freehire.me
BUSINESS ANALYST - PRODUCT SME - CORPORATE BANKING,Duncan & Ross,Riyadh,Saudi Arabia,2026-09-11,Full-time,,"Lead the definition of business requirements for corporate escrow account products aligned with Saudi market demand and AJB's corporate banking proposition. The scope excludes REGA-related requirements, which have already been addressed. Key Responsibilities Assess demand for different corporate escrow use cases and define the target product proposition. Define target customer segments, eligibility criteria, account structures and permitted transaction types. Document end-to-end processes for account opening, funding, transaction authorization, fund release, reconciliation, servicing and closure. Define the roles and obligations of the bank, account holder, beneficiary and other involved parties. Document approval structures, conditions for releasing funds, exception scenarios and dispute-handling requirements. Define operational, legal, compliance, reporting,",acceptance criteria,https://www.careers-page.com/duncan-ross-management-consultancies/job/X987R53R?utm_source=freehire.me
BUSINESS ANALYST - PRODUCT SME - CORPORATE BANKING,Duncan & Ross,Riyadh,Saudi Arabia,2026-09-11,Full-time,,"Define the business requirements for corporate payable solutions that enable customers to initiate, approve, process and monitor domestic and cross-border payments efficiently. Key Responsibilities Define payable product features for single, bulk, scheduled and recurring payments. Document end-to-end journeys covering beneficiary management, payment initiation, authorization, processing, tracking, rejection and reversal. Define corporate approval structures, user entitlements, transaction limits and maker-checker workflows. Capture requirements for file upload, host-to-host connectivity, APIs and corporate digital banking channels. Define requirements for payment cut-offs, value dating, fees, foreign exchange, notifications and transaction-status reporting. Document handling requirements for duplicates, insufficient funds, invalid beneficiaries, sanctions alerts and","acceptance criteria, api",https://www.careers-page.com/duncan-ross-management-consultancies/job/3W87X5YW?utm_source=freehire.me
Occupational Violence and Aggression Program Manager,Downer,,Saudi Arabia,2026-09-11,Full-time,,"We currently have an opportunity for an Occupational Violence & Aggression (OVA) Program Manager . Join our H&S hub and play a key role in leading, coordinating and continuously evolving the OVA Program to strengthen workforce safety, preparedness and organisational resilience. Reporting to the General Manager - Zero Harm, you'll translate strategy into a prioritised portfolio of initiatives and help deliver high-quality outcomes that support our essential services. What You'll Do This role offers a broad scope, with key responsibilities including: Own and maintain the Health & Education OVA Program and roadmap, translating strategy into prioritised initiatives, implementation plans and measurable benefits. Lead OVA governance forums, chair the steering committee, and prepare clear executive papers, recommendations and","governance, stakeholder management",https://fa-exfs-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/736701?utm_source=freehire.me
Principal Forward-Deployed Engineer,Thoughtworks,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"We're looking for a Tech Principal to lead technical strategy and execution on our most ambitious product work: lighthouse projects inside Thoughtworks' global Customer Experience, Product and Design team. Here's the shape of it. A client arrives with a big idea and not much time. Within a few days, you've helped them turn it into a concept everyone agrees on. Within a few weeks, there's something real that customers can actually use and react to. Within a quarter, it's live. Then you do it again, somewhere else in the world, with a different team, and you leave both of them better at it than they were before. If you have built a career integrating strategy, architecture, AI engineering, and executive collaboration, this role offers an ideal platform to leverage those skills. The approach you'd be leading: We call it 3/3/3 3 days: Product concept. Everyone aligned on scope, objectives and","agentic ai, ai, airflow, analytics, anthropic, api, api design, aws, azure, bigquery, ci cd, claude code, cloud, containerization, dagster, data engineering, databricks, dbt, devops, docker, event driven architecture, figma, gcp, gdpr, hipaa, infrastructure as code, kafka, kinesis, kubernetes, langchain, langgraph, langsmith, llamaindex, llm, microservices, next.js, observability, openai, owasp, pci dss, pgvector, pinecone, prototyping, python, react, snowflake, tdd, terraform, typescript, vector databases",https://www.thoughtworks.com/careers/jobs/8184778?gh_jid=8184778&utm_source=freehire.me
Lead Information Security Engineer,tabby,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"Tabby creates financial freedom in the way people shop, earn and save by reshaping their relationship with money. Over 17 million users choose Tabby to stay in control of their spending and make the most out of their money. The company’s flagship offering allows shoppers to split their payments online and in-store with no interest or fees. Over 40,000 global brands and small businesses, including Amazon, Noon, IKEA, and SHEIN use Tabby to accelerate growth and gain loyal customers by offering easy and flexible payments online and in stores. Tabby generates over $10 billion in annual transaction volume for its partner brands and is the highest-rated, most-reviewed, largest, and fastest-growing FinTech in the GCC region. Tabby launched in 2019 and has since raised +$1 billion in equity and debt funding from global and regional investors, and is now valued at $4.5 billion. We are looking for a Lead Cyber Security Engineer to","aws, ci cd, cism, cissp, cloud, cloud security, container security, cyber security, cybersecurity, dast, devsecops, dlp, edr, fintech, firewall, gcp, iam, iso 27001, kubernetes, pci dss, penetration testing, sast, sdlc, siem, stakeholder management, terraform, xdr",https://tabby.pinpointhq.com/en/postings/11f47528-b902-4844-b022-2fc173e760f4?utm_source=freehire.me
Product & Design Intern,tabby,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"There is no CV screen for this one. The only way in is Tabby Imagine , an open design and product challenge for Saudi Arabia. Three places are awarded, first, second and third, and each winner takes this role. Come up with a product idea for Tabby: something new, or a change to what is already there. Send it in whatever form shows it best: a written page, a Figma file, a clickable prototype, working code, or a short video. One of them is enough, and there is no required format. Everything reaches us as a link. The entry form requires one and there is no file upload, so a written entry is sent as a link to the written page. Every link has to open for anyone holding it. Our design system is public at . Entries are read blind. Your name is hidden while the panel scores. The strongest entrants present their work live at the final, in front of an audience. That session replaces the interview for this role. Naming you","figma, fintech, prototyping",https://tabby.pinpointhq.com/en/postings/a2ba67df-d612-4588-8d02-c9cc4eb9f060?utm_source=freehire.me
Product & Design Intern,tabby,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"How you get this role There is no CV screen for this one. The only way in is Tabby Imagine , an open design and product challenge for Saudi Arabia. Three places are awarded, first, second and third, and each winner takes this role. Come up with a product idea for Tabby: something new, or a change to what is already there. Send it in whatever form shows it best: a written page, a Figma file, a clickable prototype, working code, or a short video. One of them is enough, and there is no required format. Everything reaches us as a link. The entry form requires one and there is no file upload, so a written entry is sent as a link to the written page. Every link has to open for anyone holding it. Our design system is public at . Entries are read blind. Your name is hidden while the panel scores. The strongest entrants present their work live at the final, in front of an audience. That session replaces the interview","figma, fintech, prototyping",https://tabby.pinpointhq.com/en/postings/ed3fd640-2960-4a4c-b078-8751fa0df872?utm_source=freehire.me
"Forward Deployed Engineer, GCC",Telnyx,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"About Telnyx Telnyx is an industry leader that's not just imagining the future of global connectivity we're building it. From architecting and amplifying the reach of a private, global, multi-cloud IP network , to bringing hyperlocal edge technology right to your fingertips through intuitive APIs, we're shaping a new era of seamless interconnection between people, devices, and applications. We're driven by a desire to transform and modernize what's antiquated, automate the manual, and solve real-world problems through innovative connectivity solutions. As a testament to our success, we're proud to stand as a financially stable and profitable company. Our robust profitability allows us not only to invest in pioneering technologies but also to foster an environment of continuous learning and growth for our","ai, api, ci cd, cloud, cloud native, conversational ai, devops, docker, etl, event driven architecture, fine tuning, iam, kubernetes, llm, mistral, mysql, node.js, observability, ollama, openai, opentelemetry, oracle, postgresql, python, saas, secrets management, sql, vllm",https://job-boards.greenhouse.io/telnyx54/jobs/7826744003?utm_source=freehire.me
Data Analyst Engineer: AI-Driven Power BI Insights,Nexttec Technology Outsourcing,Jeddah,Saudi Arabia,2026-09-10,Full-time,,"Nexttec Technology Outsourcing is seeking an IT Data Analyst to analyze complex datasets and deliver actionable insights. You will build Power BI dashboards and reports across Finance, Procurement, Supply Chain, and Sales, ensuring data governance and standardized visuals. Ideal candidates have 3 7 years in data analysis, strong SQL and BI skills, and familiarity with AI-enabled analytics in tools like Power BI.","ai, analytics, data analysis, data governance, governance, power bi, powerbi, sql",https://en-sa.whatjobs.com/pub_api__cpl__10729750__7118?geoID=18992&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Data Analyst Engineer Saudi National,Nexttec Technology Outsourcing,Jeddah,Saudi Arabia,2026-09-10,Full-time,,", permanent position Position: Data Analyst Engineer Company Overview: Nexttec Technology Outsourcing is a leading technology outsourcing company that specializes in providing innovative and cost-effective IT solutions to businesses of all sizes. We pride ourselves on our commitment to delivering exceptional services and solutions to our clients, and we are looking for a highly skilled IT Data Analyst to join our team. Position Overview: As an IT Data Analyst at Nexttec Technology Outsourcing, you will be responsible for analyzing and interpreting complex data sets to identify trends, patterns, and insights that will drive business decisions and strategies. You will work closely with our clients to understand their data needs and provide them with actionable insights to improve their business performance. Key Job Duties of an IT Data Analyst Work with business stakeholders to understand their data needs and analytical","ai, analytics, automation, data analytics, data governance, data modeling, data pipelines, data quality, data science, data visualization, data warehousing, etl, lakehouse, looker, microsoft fabric, mysql, oracle, power query, powerbi, python, sql, statistics, tableau",https://en-sa.whatjobs.com/pub_api__cpl__10730814__7118?geoID=18992&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Cloud Data Engineer: Azure & Databricks Pipelines,DS DeepSource,Mecca,Saudi Arabia,2026-09-10,Full-time,,"DS DeepSource is seeking an L1 Data Engineer to design, build, and maintain scalable data pipelines and data infrastructure in a cloud-native environment. You will work hands-on with Azure Data Factory, Databricks, PySpark, and SQL to support BI and analytics across the organization. The role emphasizes data quality, governance, and scalable architectures, with opportunities to contribute to data platform enhancements in a collaborative, fast-paced team.","analytics, azure, azure data factory, cloud, cloud native, data pipelines, data quality, databricks, governance, pyspark, sql",https://en-sa.whatjobs.com/pub_api__cpl__10730960__7118?utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Data Engineer,Telgani | Rent a car,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"Build and maintain ETL/ELT data pipelines Develop and optimize databases and data workflows Ensure data quality, accuracy, and reliability Integrate data from multiple systems and sources Support analytics, reporting, and BI requirements Collaborate with engineering and business teams Requirements: Strong knowledge of SQL and relational databases Experience with Python for data processing and automation Familiarity with data warehouses and ETL/ELT tools Experience with cloud platforms such as AWS, Azure, or Google Cloud Strong problem-solving and analytical skills","analytics, automation, aws, azure, cloud, data pipelines, data quality, elt, etl, gcp, google cloud, python, sql",https://en-sa.whatjobs.com/pub_api__cpl__10730613__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Data Engineer: Build Scalable Data Pipelines & Warehouses,Telgani | Rent a car,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"Telgani | Rent a car in Riyadh is seeking a Data Engineer to build and maintain ETL/ELT data pipelines, develop and optimize databases, and ensure data quality across systems. The role focuses on scalable data workflows and robust data governance to support trusted analytics. You will integrate data from multiple sources to support analytics, reporting, and BI, and collaborate with engineering and business teams to deliver reliable data solutions.","analytics, data governance, data pipelines, data quality, elt, etl, governance",https://en-sa.whatjobs.com/pub_api__cpl__10732073__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Senior Python Backend Engineer – iGaming Scale,JobCubby,,Saudi Arabia,2026-09-10,Full-time,,"JobCubby, in partnership with a Saudi-based client, seeks a Middle to Senior Python Developer to build high-performance backend systems within an iGaming technology environment. You will work with Python and Django, owning production reliability and architectural decisions, and contribute to integrations with payment methods and data providers. You will collaborate with an international team, drive initiative and quality, and take ownership from development through delivery while supporting","backend, django, python",https://en-sa.whatjobs.com/pub_api__cpl__10729792__7118?utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Senior .NET Core Backend Engineer: Scalable APIs,Uzaif,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"Uzaif is seeking a Senior Backend Developer in Riyadh to design and implement scalable .NET Core solutions. You will build secure RESTful APIs, manage data access with EF Core, and collaborate with product teams to deliver high-quality software. Ideal candidates have 4+ years of .NET Core experience, strong C , and experience with SQL Server or PostgreSQL, plus familiarity with frontend basics and Git in an Agile environment.","agile, api, backend, csharp, dotnet, ef core, frontend, git, postgresql, rest, sql, sql server",https://en-sa.whatjobs.com/pub_api__cpl__10729886__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Senior Backend Developer,Uzaif,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"We are looking for a highly skilled Senior Backend Developer with strong expertise in .NET Core to join our growing engineering team. You will be responsible for building scalable, high-performance backend systems and delivering clean, maintainable code in collaboration with cross-functional product teams. Key Responsibilities Design, develop, and maintain scalable backend systems using .NET Core and ASP.NET Core. Build secure and high-performance RESTful APIs. Develop and manage data access using Entity Framework Core. Collaborate with cross-functional teams to deliver high-quality software solutions. Write clean, maintainable, and testable code following industry best practices. Participate in code reviews and contribute to continuous improvement of development standards. Troubleshoot, debug, and optimize application","agile, angular, api, aspnet, aspnet core, azure, azure devops, backend, ci cd, containerization, csharp, css, devops, docker, dotnet, entity framework, entity framework core, git, html, javascript, microservices, net, postgresql, react, rest, sql, sql server, version control",https://en-sa.whatjobs.com/pub_api__cpl__10730751__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Backend Engineer II — Go/RoR/Python/Java | Relocation,HungerStation | هنقرستيشن,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"HungerStation is seeking a Software Engineer II - Backend to join our Riyadh team. You will collaborate with the product team to translate requirements into scalable backend solutions and ensure high-quality software delivery across services. The ideal candidate has 4-5 years in backend development with GoLang, RoR, Java, or Python, plus knowledge of microservices, DDD, and Kubernetes. Relocation support is available for permanent roles.","backend, go, golang, java, kubernetes, microservices, python",https://en-sa.whatjobs.com/pub_api__cpl__10730902__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
GCP Cloud Infra & DevOps Engineer — CI/CD & Security,1Pass,Jeddah,Saudi Arabia,2026-09-10,Full-time,,"1Pass is seeking a hands-on DevOps/Platform Engineer to own the day-to-day health of our Google Cloud environment, build and maintain CI/CD pipelines, and act as the first line of defence on infrastructure security. You will define environments with Terraform, manage backups and disaster recovery, implement monitoring, logging and cost accounting, and ensure compliance with PDPL while keeping systems scalable.","ci cd, ci/cd, cloud, devops, disaster recovery, gcp, google cloud, terraform",https://en-sa.whatjobs.com/pub_api__cpl__10731448__7118?geoID=18992&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
DevOps Engineer,Saudi Azm عزم السعودية,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"Key Responsibilities Design, implement, and manage CI/CD pipelines. Automate infrastructure provisioning using Infrastructure as Code (IaC). Deploy and maintain applications across cloud and on-premises environments. Manage containerized workloads using Docker and Kubernetes. Monitor system availability, performance, security, and capacity. Identify and resolve infrastructure, application, and deployment issues. Implement logging, alerting, backup, and disaster-recovery solutions. Apply security best practices throughout the software development lifecycle. Manage source-control strategies, release processes, and environment configurations. Improve platform reliability, scalability, and deployment frequency. Develop scripts and tools to reduce manual operational tasks. Maintain technical documentation, runbooks, and architecture","ansible, automation, aws, azure, azure devops, bash, ci cd, ci/cd, cloud, cloud security, cloudformation, datadog, devops, distributed systems, docker, elk, flux, gcp, github, github actions, gitlab, gitops, grafana, infrastructure as code, jenkins, kubernetes, linux, microservices, networking, observability, powershell, prometheus, pulumi, puppet, python, secrets management, serverless, software development lifecycle, splunk, terraform",https://en-sa.whatjobs.com/pub_api__cpl__10732310__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Purple Teaming Engineer - Embedded Security,Lucid Motors,Riyadh,Saudi Arabia,2026-09-11,Full-time,,"About Lucid At Lucid, we are creating exceptional mobility experiences through innovation to drive the world forward. Built on Lucid’s proprietary technology and software-defined vehicle architecture, our award-winning vehicles bring our “Compromise Nothing™” approach to the global automotive market. That means refusing to choose between performance and sustainability, design and engineering, ambition and integrity. In Lucid Air and Lucid Gravity, we have designed and built vehicles that have redefined their segments, combining exceptional range, performance, design, and expansive space in a single experience. We achieve this through deep vertical integration, with design, engineering, and production happening in-house across our global offices and manufacturing facilities. Our teams come from industries around the world, united by a shared commitment to excellence. By refusing to settle, you can help","accessibility, android, anomaly detection, automation, burp suite, cloud, cloud security, cybersecurity, elk, embedded linux, embedded systems, firmware, linux, mqtt, network security, python, rtos, siem, splunk, technical writing, threat hunting",https://job-boards.greenhouse.io/lucidmotors/jobs/4975699007?utm_source=freehire.me
Sr. Test Engineer,Lucid Motors,,Saudi Arabia,2026-09-11,Full-time,,"About Lucid At Lucid, we are creating exceptional mobility experiences through innovation to drive the world forward. Built on Lucid’s proprietary technology and software-defined vehicle architecture, our award-winning vehicles bring our “Compromise Nothing™” approach to the global automotive market. That means refusing to choose between performance and sustainability, design and engineering, ambition and integrity. In Lucid Air and Lucid Gravity, we have designed and built vehicles that have redefined their segments, combining exceptional range, performance, design, and expansive space in a single experience. We achieve this through deep vertical integration, with design, engineering, and production happening in-house across our global offices and manufacturing facilities. Our teams come from industries around the world, united by a shared commitment to excellence. By refusing to settle, you can help","accessibility, analytics, assembly, autocad, automation, data visualization, ethernet, labview, matlab, oscilloscope, python",https://job-boards.greenhouse.io/lucidmotors/jobs/5177759007?utm_source=freehire.me
Frontend and Backend Web Application Developer,Jobs for Humanity,Riyadh,Saudi Arabia,2026-09-11,Full-time,,"We’re seeking a Frontend/Full-Stack Web Developer to design, build, and maintain responsive, high-performance web applications. You’ll translate product requirements into intuitive user interfaces and reliable backend integrations while collaborating to ensure quality through testing, reviews, and performance best practices. Job Purpose Build and maintain modern web experiences by creating reusable UI components, optimizing performance and accessibility, and integrating RESTful APIs and backend services reliably. Job Duties and Responsibilities HTML CSS/SCSS JavaScript Responsive UI across browsers React or Angular or Vue Reusable components and layouts Web performance optimization Accessibility","accessibility, angular, api, backend, css, frontend, full stack, git, html, javascript, node.js, react, rest, scss, ui, vue, wcag",https://jobs.smartrecruiters.com/JobsForHumanity/744000149058539-frontend-and-backend-web-application-developer?utm_source=freehire.me
QA Engineer | Workshop | Saudi Arabia,Hudson IT and Manpower,,Saudi Arabia,2026-09-11,Full-time,,"Lead QA/QC inspections for pressure vessels, tanks, and heat exchangers in Oil & Gas or petrochemical projects, ensuring compliance with ASME, API, and Aramco standards; possess 10+ years industrial experience with 6 years in QA/QC and 4 years in Oil & Gas; certified CWI or CSWIP with ASNT Level II in NDT (UT, PT, MT, RT, VT); proficient in ASME, API, AWS, and relevant fabrication/inspection codes; review and approve WPS, PQRs, and welder qualifications; monitor NDT activities and personnel; manage outsourced fabrication/inspection, coordinate with vendors and third-party inspectors; prepare ITPs, inspection reports, and final quality dossiers; interface with clients for hold/witness points, DCL submissions, and testing; handle NCRs, corrective actions, technical clarifications, and drive quality improvements. Experience : Min. 10 Years Specialization : Manufacturing of pressure vessels, tanks, heat","api, aws, qa",https://hudsonmanpower.recruitee.com/o/qa-engineer-workshop-saudi-arabia-1?utm_source=freehire.me
Sr Principal Professional Services Project Manager,AspenTech,,Saudi Arabia,2026-09-11,Full-time,,"The driving force behind our success has always been the people of AspenTech. What drives us, is our aspiration, our desire and ambition to keep pushing the envelope, overcoming any hurdle, challenging the status quo to continually find a better way. You will experience these qualities of passion, pride and aspiration in many ways from a rich set of career development programs to support of community service projects to social events that foster fun and relationship building across our global community. The Role Aspen Technology is seeking an experienced Project Manager to join the Professional Services Project Management Office supporting the Middle East region. The successful candidate will lead the delivery of cutting-edge technology projects for market-leading organizations, ensuring successful execution from initiation through completion. This is a highly visible role offering significant influence with both internal stakeholders and clients,",project management,https://aspentech.wd5.myworkdayjobs.com/AspenTech/job/Saudi-Arabia/Sr-Principal-Professional-Services-Project-Manager_R9436?utm_source=freehire.me
