job_title,company_name,city,country,posted_date,employment_type,education,job_description,skills,job_url
Project Coordinator,Qiddiya Investment Company,Riyadh,Saudi Arabia,2026-09-13,Full-time,,"The Project Coordinator will provide day-to-day administrative and coordination support to the Urban Core mixed-use development team. The role will help maintain project information, coordinate meetings, track actions, and ensure the team is well organised and supported. This is an entry-level opportunity for a highly organised individual looking to build experience within a major mixed-use development environment. Key Responsibilities Coordinate meetings, workshops, calendars, and team activities. Prepare agendas, meeting minutes, presentations, and basic reports. Track actions, deadlines, and follow-ups across the team. Maintain project files, trackers, contact lists, and document records. Support communication between internal teams, consultants, and stakeholders. Assist with onboarding, travel, expenses, procurement, and general administration. Provide wider business support as required by the Urban Core",,https://apply.workable.com/j/2049B67AF1?utm_source=freehire.me
"QA Integration, Engineer",Master-Works,Mecca,Saudi Arabia,2026-09-13,Full-time,Master,"Master Works is seeking a QA Integration Engineer to ensure the robustness, reliability, and security of enterprise integration flows and middleware components built on the IBM webMethods integration layer. This role develops comprehensive test plans, automates API verification, and executes rigorous scenario-based testing across core operational back-office platforms, third-party web services, and middle-tier microservices. Key Responsibilities Review integration specifications, Swagger/OpenAPI docs, and data mapping sheets to formulate end-to-end testing strategies. Design, build, and execute functional, regression, boundary, and negative test scenarios for REST and SOAP APIs running across IBM webMethods. Validate bidirectional data exchange and state changes between external/internal APIs and underlying operational systems (ERP, enterprise asset management, legacy databases). Build and maintain automated API test","agile, api, authentication, automation, azure, azure devops, ci cd, devops, end to end testing, erp, gitlab, javascript, jmeter, json, microservices, mulesoft, oauth, openapi, postman, python, qa, soap, soapui, sql, swagger, test automation, virtualization, xml",https://apply.workable.com/j/8FC104DDB6?utm_source=freehire.me
Butler Service Desk,Marriott International,,Saudi Arabia,2026-09-13,Full-time,,"POSITION SUMMARY Our jobs aren’t just about giving guests a smooth check-in and check-out. Instead, we want to build and experience that is memorable and unique. Our Guest Experience Experts take the initiative to deliver a wide range of services that guide guests through their entire stay. They are empowered to move about their space and do what needs to be done. Whether processing operational needs, addressing guest requests, completing reports, or sharing the highlights of the local area, the Guest Experience Expert makes transactions feel like part of the experience. No matter what position you are in, there are a few things that are critical to success creating a safe work place, following company policies and procedures, maintaining confidentiality, protecting company assets, upholding quality standards, and ensuring your uniform, personal appearance, and communications are professional. Guest Experience Experts",,https://ejwl.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/26118026?utm_source=freehire.me
Senior Network Administrator,TAWANTECH,Riyadh,Saudi Arabia,2026-09-13,Full-time,,"· Design, implement, and operate secure network infrastructure to support SOC monitoring, detection, and response requirements across bank environments. · Ensure end-to-end connectivity for SOC platforms including SIEM, SOAR, NDR, EDR, and threat intelligence integrations. · Manage enterprise network components including LAN, WAN, Data Center, Cloud connectivity, SD-WAN, VPNs, and secure remote access. · Configure and maintain network security controls such as NGFW, IPS/IDS, WAF, DNS security, proxy, NAC, micro-segmentation, and Zero Trust architecture. · Enable and optimize log forwarding, NetFlow, packet capture (PCAP), and telemetry feeds to SOC tools such as Splunk, QRadar, or Microsoft Sentinel. · Implement secure network architecture aligned with SAMA Cybersecurity Framework, NCA ECC, PDPL, and NDMO data governance requirements. · Support Incident, Problem, and Change Management processes in","aws, azure, cisco, cloud, cybersecurity, data governance, dns, edr, firewall, fortinet, governance, ids, ips, itil, lan, network infrastructure, network security, networking, proxy, sd wan, siem, soar, soc, solarwinds, splunk, threat intelligence, vpn, waf, wan, zero trust, zero trust architecture",https://apply.workable.com/j/499BDE9216?utm_source=freehire.me
ERP - Project Manager,El Seif Engineering Contracting,,Saudi Arabia,2026-09-13,Full-time,,"Building the Future - One Project at a Time! At El Seif, we embrace and embody our core values of excellence, integrity, and innovation in every aspect of our work from meticulous planning to expert construction, we consistently uphold the highest standards of excellence, ensuring that our projects are delivered with precision and attention to detail. With half a century of diverse experiences across a wide range of industries, ranging from public infrastructure to military and defense applications, we have honed our expertise and gained indispensable insights that enable us to tackle complex challenges and maintain our standard of delivering exceptional results. Our forward-thinking approach sets us apart as a trusted partner in the construction industry. By continuously pushing the boundaries of innovation, we strive to pioneer the future of construction, creating sustainable and impactful solutions that leave a lasting legacy. Excellence, Integrity and, Innovation","cloud, erp, itil, oracle, pmp",https://ebfi.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/554?utm_source=freehire.me
Senior Software Engineer — Java/Python/C# & SQL Expert,S3-KSA,Riyadh,Saudi Arabia,2026-09-12,Full-time,Bachelor,"S3-KSA is seeking a Software Engineer in Riyadh, Saudi Arabia to design, develop, and maintain software solutions. You will participate in the full software development lifecycle, from requirements analysis to deployment, and contribute to innovative products that meet client needs and improve user experience. The role requires a bachelor’s degree in software engineering or related field, and a minimum of 4 years of experience with Java, Python, C , and SQL (MySQL, SSMS, Oracle). J-18808-Ljbffr","csharp, java, mysql, oracle, python, s3, software development lifecycle, sql",https://en-sa.whatjobs.com/pub_api__cpl__10736811__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
"Senior Software Engineer — Java, Python, C# Expert",Specialized Security Service S3,Jeddah,Saudi Arabia,2026-09-12,Full-time,,"Specialized Security Service S3 is seeking a software engineer in Riyadh to design, develop, test, and maintain robust software applications. You will participate in the full development lifecycle, ensuring high-quality code and thorough documentation for client projects. The role requires 4+ years of experience, strong Java/Python/C , and solid SQL/database skills with MySQL, SSMS, and Oracle. Effective troubleshooting and teamwork are essential to succeed in this dynamic environment. J-18808-Ljbffr","csharp, java, mysql, oracle, python, s3, sql",https://en-sa.whatjobs.com/pub_api__cpl__10737077__7118?geoID=18992&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Software Engineer,S3-KSA,Jeddah,Saudi Arabia,2026-09-12,Full-time,Bachelor,"Riyadh- jeddah, Saudi Arabia | Posted on 09/09/2026 Plan, develop, implement, and maintain software solutions. Design, code, test, debug, and maintain software applications. Participate in the full software development lifecycle, including requirements analysis, design, implementation, testing, deployment, and maintenance. Document software specifications, designs, and implementation details. Troubleshoot, debug, and resolve issues in existing software applications. Diagnose and troubleshoot technical hardware issues using available knowledge bases. Contribute to the development of innovative software products that meet client needs and enhance user experience. Perform other tasks assigned by management. Requirements Bachelor’s degree in Software Engineering, Engineering, or equivalent practical experience. Minimum 4 years","csharp, java, mysql, oracle, python, software development lifecycle, sql",https://en-sa.whatjobs.com/pub_api__cpl__10737184__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Software Engineer,Specialized Security Service S3,Jeddah,Saudi Arabia,2026-09-12,Full-time,Bachelor,"Riyadh- jeddah, Saudi Arabia | Posted on 09/09/2026 Plan, develop, implement, and maintain software solutions. Design, code, test, debug, and maintain software applications. Participate in the full software development lifecycle, including requirements analysis, design, implementation, testing, deployment, and maintenance. Document software specifications, designs, and implementation details. Troubleshoot, debug, and resolve issues in existing software applications. Diagnose and troubleshoot technical hardware issues using available knowledge bases. Contribute to the development of innovative software products that meet client needs and enhance user experience. Perform other tasks assigned by management. Requirements Bachelor’s degree in Software Engineering, Engineering, or equivalent practical experience. Minimum 4 years","csharp, java, mysql, oracle, python, software development lifecycle, sql",https://en-sa.whatjobs.com/pub_api__cpl__10737186__7118?geoID=18992&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Forward Deployed Data Scientist Expert,SAP,,Saudi Arabia,2026-09-12,Full-time,,"We help the world run better At SAP, we keep it simple: you bring your best to us, and we'll bring out the best in you. We're builders touching over 20 industries and 80% of global commerce, and we need your unique talents to help shape what's next. The work is challenging but it matters. You'll find a place where you can be yourself, prioritize your wellbeing, and truly belong. What's in it for you? Constant learning, skill growth, great benefits, and a team that wants you to grow and succeed. We help the world run better At SAP, we keep it simple: you bring your best to us, and we'll bring out the best in you. We're builders touching over 20 industries and 80% of global commerce, and we need your unique talents to help shape what's next. The work is challenging but it matters. You'll find a place where you can be yourself,","accessibility, agentic ai, ai, analytics, anomaly detection, causal inference, cloud, data quality, data science, erp, machine learning, python, pytorch, recommendation systems, sap, sap hana, sap s4hana, scikit learn, sql, statistics, tensorflow, xgboost",https://jobs.sap.com/job/Singapore-Forward-Deployed-Data-Scientist-Expert-%28T4%29-117440/1422736433/?utm_source=freehire.me
Senior Data Scientist,SAP,,Saudi Arabia,2026-09-12,Full-time,,"Requisition ID: 459782 Work Area: Software-Development Operations Expected Travel: 0% Career Status: Professional Employment Type: Regular Full Time Career Level: T3-1 Additional Locations: Original Posting Date: 08/31/26 Job Title: Senior Data Scientist Location: Newtown Square, PA Work Model: Hybrid work model Purpose and Objective: SAP America, Inc. seeks a Senior Data Scientist at our Newtown Square, PA location to","accessibility, ai, airflow, analytics, cloud, data pipelines, data science, databricks, elt, etl, linux, llm, machine learning, mysql, powerbi, pyspark, python, sap, sql",https://jobs.sap.com/job/Newtown-Square-Senior-Data-Scientist-PA-19073/1432020033/?utm_source=freehire.me
Forward Deployed AI Engineer Expert / Senior,SAP,Riyadh,Saudi Arabia,2026-09-12,Full-time,,"We help the world run better At SAP, we keep it simple: you bring your best to us, and we'll bring out the best in you. We're builders touching over 20 industries and 80% of global commerce, and we need your unique talents to help shape what's next. The work is challenging but it matters. You'll find a place where you can be yourself, prioritize your wellbeing, and truly belong. What's in it for you? Constant learning, skill growth, great benefits, and a team that wants you to grow and succeed. What you'll build As a Principal Forward Deployed Architect T3/T4PF (f/m/d), you will provide technical leadership for SAP's most strategic AI engagements. You will define enterprise AI architectures, lead multidisciplinary delivery teams, and partner with executive stakeholders to shape AI transformation programs. This is a","accessibility, agentic ai, ai, ai enablement, analytics, aws, azure, ci cd, cloud, cloud native, devsecops, distributed systems, docker, erp, gcp, kubernetes, llm, mcp, observability, python, rag, sap, stakeholder management, technical discovery, vector databases",https://jobs.sap.com/job/Garching-bei-M%C3%BCnchen-%28Munich%29-Forward-Deployed-AI-Engineer-Expert-Senior-%28fmd%29-85748/1421698133/?utm_source=freehire.me
Project Manager,alfanar,Riyadh,Saudi Arabia,2026-09-12,Full-time,,". Job Purpose Responsible for planning, executing, and delivering projects on time, within scope, and to required quality standards. Coordinates with stakeholders, manages risks and changes, and ensures effective communication and reporting throughout the project lifecycle to achieve successful project outcomes. Key Accountability Areas Project Planning and Delivery: Develop project plans, schedules, milestones, and deliverables. Define project scope, objectives, and success criteria. Coordinate project activities and resources. Monitor execution to ensure timely delivery of project outcomes. Stakeholder and Team Management: Engage and coordinate with project stakeholders. Facilitate communication among project teams and business owners. Manage stakeholder expectations and project",acceptance criteria,https://jobs.alfanar.com/alfanar/job/Riyadh-Project-Manager/1408328433/?utm_source=freehire.me
Project Coordinator,Halliburton,Al Khobar,Saudi Arabia,2026-09-12,Contract,,"We are looking for the right people people who want to innovate, achieve, grow and lead. We attract and retain the best talent by investing in our employees and empowering them to develop themselves and their careers. Experience the challenges, rewards and opportunity of working for one of the world’s largest providers of products and services to the global energy industry. Job Duties Under general supervision, this position typically is responsible for projects where activity coordination is required for single to multiple rig projects. The risk profile for activity coordination projects is limited due to no inter Product Service Line (PSL) dependency, performance-based contracts, or limited non-core third party services. This position could also learn from and share responsibilities with a senior project manager for all aspects of bigger, more complex fully integrated projects. This position is typically",,https://jobs.halliburton.com/job/Al-Khobar-Project-Coordinator-04-31952/1419002300/?utm_source=freehire.me
ENGINEER QA/QC,alfanar,,Saudi Arabia,2026-09-12,Full-time,,"Requisition ID: 14698 Job Country: [[country]] Job City: [[filter3]] DAR Engineering, a leading design & engineering consulting organization in Saudi Arabia engaged in Power Generation, Electrical Transmission & Distribution, Health Care & High Rise Buildings Job Purpose Key Accountability Areas Role Accountability HR Proficiency: Ability to obtain updated soft and technical skills related to the job To have a vision and a plan for the career path and how to achieve it. Delivery: Perform the planned activities to meet the operational and development targets as per delivery schedules. Utilize resources effectively to achieve",,https://jobs.alfanar.com/DAR/job/Lahore-ENGINEER-QAQC-%28LAHORE%2C-PAKISTAN%29/1147730701/?utm_source=freehire.me
Senior Technology & OT Infrastructure Analyst,BRF,Jeddah,Saudi Arabia,2026-09-12,Full-time,,"How about building your career at one of the world’s largest food companies? Come work at MBRF , a company present in the lives of thousands of families around the world. From the simplest moments to the most special ones, we nourish life through quality, innovation, and the people who make everything happen. What will you be doing at MBRF? Support and continuously improve technology and automation infrastructure across factories, corporate and commercial operations. Manage and troubleshoot networks, servers, telecom, virtualization, end-user systems, business applications, cloud/SaaS services and industrial technology environments.","automation, cloud, cybersecurity, networking, saas, scada, virtualization",https://talents.mbrf.com/job/Jeddah-Corp_-Senior-Technology-&-OT-Infrastructure-Analyst-Jeddah-Jedd-Jeddah-C/1336339962/?utm_source=freehire.me
"SR.CONSULTANT, SCRUM MASTER",alfanar,Riyadh,Saudi Arabia,2026-09-12,Full-time,,". Job Purpose Drive the adoption of Agile and Scrum practices across IT and digital transformation initiatives, enabling effective delivery, high-performing teams, continuous improvement, and increased organizational Agile maturity. Key Accountability Areas Agile & Scrum Implementation: Lead the adoption and implementation of Agile and Scrum methodologies across projects and transformation initiatives. Introduce Agile practices, frameworks, tools, and standards to improve delivery effectiveness. Establish and maintain Scrum processes, guidelines, and ways of working. Support teams transitioning to Agile and drive continuous improvement. Agile Delivery Management: Support Agile delivery across digital transformation, technology, and IT initiatives. Facilitate Scrum ceremonies and ensure","agile, azure, azure devops, devops, jira, process improvement, scrum",https://jobs.alfanar.com/alfanar/job/Riyadh-SR_CONSULTANT%2C-SCRUM-MASTER/1436449333/?utm_source=freehire.me
Enterprise Project Manager,Vocus,,Saudi Arabia,2026-09-10,Full-time,,"The Opportunity At Vocus, we're helping organisations connect, transform and grow through Australia's most critical network infrastructure and enterprise technology solutions. As an Enterprise Project Manager based in one of main capital city locations, you will lead the end-to-end delivery of medium to large and complex customer projects across telecommunications, network transformation and SD-WAN environments. Acting as the primary delivery lead, you'll partner closely with customers, technical specialists, operational teams and vendors to deliver successful outcomes that meet scope, schedule, budget and quality objectives. This is a high-impact role focused on driving exceptional customer experiences while ensuring strong governance, proactive stakeholder engagement and successful project execution from initiation through to operational handover and closure. What You'll Be Doing Lead the delivery of medium to large and complex enterprise","cisco, cloud, crm, fortinet, governance, network infrastructure, sase, sd wan, stakeholder management, wan",https://jobs.dayforcehcm.com/en-US/vocus/candidateportal/jobs/6515?utm_source=freehire.me
Security Supervisor,AccorHotel,Mecca,Saudi Arabia,2026-09-10,Contract,,"POSITION SUMMARY The Security Supervisor is responsible for maintaining the safety and security of guests, employees, visitors, contractors, and hotel property. Under the supervision of the Director of Security, the Security Supervisor is responsible for supervising daily security operations, maintaining constant vigilance in assigned areas, controlling access to the property, preventing unauthorized entry or removal of persons and materials, responding to incidents and emergencies, and ensuring that all hotel security policies, procedures, and operational standards are consistently followed. The Security Supervisor is expected to demonstrate strong leadership, sound judgment, professionalism, integrity, and a proactive approach to security and risk prevention while maintaining a high standard of guest service. MAIN DUTIES & RESPONSIBILITIES Security Operations Keep the Assistant Security Manager / Director of Security informed of all",security operations,https://jobs.smartrecruiters.com/AccorHotel/744000148714589-security-supervisor-saudi-national-?utm_source=freehire.me
Sr. Delivery Design Director,Retal Urban Development Company,,Saudi Arabia,2026-09-10,Full-time,Master,"The Senior Design Delivery Director is an executive leadership role responsible for directing and governing the end-to-end design delivery function across Retal Urban Development Company's portfolio of residential, mixed-use, hospitality, commercial, and master-planned development projects. The role ensures the successful planning, coordination, management, and delivery of all design activities from project inception through construction completion. The Senior Design Delivery Director leads multidisciplinary design teams, manages external consultants, establishes design governance frameworks, drives value optimization, ensures compliance with regulatory requirements, and aligns design outcomes with Retal's strategic, financial, operational, and market objectives. The position serves as the key interface between executive management, development, project delivery, consultants, and key stakeholders to ensure projects are delivered efficiently,","autocad, governance, navisworks, performance management, pmp, powerbi, primavera p6, program management, revit, sketchup, stakeholder management, strategic planning, succession planning",https://fa-etzd-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/2741?utm_source=freehire.me
Senior UX/UI Designer,Müller`s Solutions,Riyadh,Saudi Arabia,2026-09-10,Full-time,Bachelor,"Müller’s Solutions is looking for Senior UX/UI Designers to create user-focused digital experiences and deliver high-quality UX/UI solutions across digital platforms. Requirements Bachelor’s degree in Computer Science, Engineering, or a related field . 4+ years of professional experience in UX/UI Design . Strong experience in UX research, user journey mapping, wireframing, prototyping, and usability testing . Ability to translate business and user requirements into effective UX/UI solutions. Experience creating wireframes, user flows, storyboards, site maps, and interactive prototypes . Strong knowledge of UI components including navigation menus, search interfaces, tabs, CTAs, banners, and other interactive elements . Experience conducting or supporting usability testing and A/B testing of","ab testing, figma, prototyping, storyboarding, ui, usability testing, user flows, user research, ux, wireframing",https://apply.workable.com/j/01090C1D60?utm_source=freehire.me
UX Team Lead,Müller`s Solutions,Riyadh,Saudi Arabia,2026-09-10,Full-time,Bachelor,"Müller’s Solutions is looking for an experienced UX Team Lead to lead UX initiatives and drive user-centered design across digital products and services. Requirements Bachelor’s degree in Computer Science, Engineering, or a related field . 7+ years of experience in UX/UI , with at least 3 years in a leadership/managerial role . Strong experience in user-centered design methodologies and end-to-end UX processes. Proven experience leading and developing UX/design teams. Strong knowledge of UX research, product discovery, interaction design, wireframing, prototyping, and usability testing . Hands-on experience with modern design and prototyping tools, particularly Figma . Experience designing and leading interactive web and mobile applications . Strong understanding of web","figma, interaction design, prototyping, ui, usability testing, user research, ux, wireframing",https://apply.workable.com/j/AEF4F30C91?utm_source=freehire.me
Data Scientist I,Mozn,Riyadh,Saudi Arabia,2026-09-10,Full-time,,"About Mozn MOZN is a leading Enterprise AI company enabling organizations to make informed decisions in two critical domains: Financial Crime Prevention and Enterprise Knowledge Intelligence. We’re a diverse, collaborative team of innovators united by a shared purpose: to build AI that delivers tangible business value, builds trust, and empowers people and organizations with augmented intelligence. Our culture is built on the relentless pursuit of excellence and meaningful impact. If you’re passionate about working alongside exceptional talent on world-class AI, and you want the autonomy and runway to do the best work of your career, join us in shaping the future of intelligent enterprises. About the role The Mozn brand is alive within a plethora of stakeholder touchpoints and therefore the most suitable candidate for the Data Scientist I position would have an interest in Financial Fraud Detection,","ai, analytics, data science, feature engineering, generative ai, llm, machine learning, model evaluation, prompt engineering, python, sql, statistics",https://apply.workable.com/j/84EBCA698A?utm_source=freehire.me
Instructional Designer/ Capability Lead - Design,Westpac,,Saudi Arabia,2026-09-10,Full-time,,"12 months max term opportunity Location: Parramatta (NSW) or Bedford Park (Ade) What’s the role? Join our Customer Protection & Support Capability Design team and help shape how learning is created across some of Westpac's most important customer facing teams. As an Instructional Designer/ Capability Lead Design, you'll design engaging, practical and high impact learning experiences that build capability across areas including Fraud & Scams, Complaints, Estates and Assist. This is a design focused role where you'll work closely with stakeholders to understand business needs and turn complex information into clear, accessible and meaningful learning solutions. You'll lead the end-to-end design process, from learning needs analysis and stakeholder engagement through to the creation of digital and blended learning",,https://ebuu.fa.ap1.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/71601?utm_source=freehire.me
Software Engineer,S3 Arabia,Jeddah,Saudi Arabia,2026-09-09,Full-time,Bachelor,"Plan, develop, implement, and maintain software solutions. Design, code, test, debug, and maintain software applications. Participate in the full software development lifecycle, including requirements analysis, design, implementation, testing, deployment, and maintenance. Develop software using Java, C , and JavaScript, with frameworks such as AngularJS and Laravel. Document software specifications, designs, and implementation details. Troubleshoot, debug, and resolve issues in existing software applications. Diagnose and troubleshoot technical hardware issues using available knowledge bases. Contribute to the development of innovative software products that meet client needs and enhance user experience. Perform other tasks assigned by management. المتطلبات Bachelor’s degree","angular, angularjs, csharp, java, javascript, laravel, mysql, oracle, python, software development lifecycle, sql",https://s3-ksa.zohorecruit.com/jobs/Careers/753779000003290005?utm_source=freehire.me
DevOps Engineer,Yallo Retail,Riyadh,Saudi Arabia,2026-09-09,Full-time,,"Job Title: DevOps Engineer Job Location: Riyadh Job Type: Permanent We are seeking an experienced DevOps Administrator to manage, operate, and optimize our containerized platforms built on Kubernetes, Rancher, and Longhorn. The role focuses on ensuring high availability, performance, security, and reliability of Kubernetes clusters across development, staging, and production environments. The ideal candidate will have strong hands‑on experience with Kubernetes operations, Rancher management, persistent storage using Longhorn, and Linux system administration, along with a solid understanding of DevOps best practices. Key Responsibilities: Kubernetes Administration Install, configure, upgrade, and manage Kubernetes clusters (on-premise and/or cloud). Operate and maintain RKE / RKE2 / K3s based clusters. Troubleshoot cluster-level issues related to API server, etcd, scheduler,","api, authentication, ci cd, cloud, devops, elk, flux, github, github actions, gitlab, gitops, grafana, helm, jenkins, kubernetes, ldap, linux, openid, prometheus, rancher, rbac, secrets management",https://en-sa.whatjobs.com/pub_api__cpl__10728569__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Kubernetes & Storage DevOps Engineer,Yallo Retail,Riyadh,Saudi Arabia,2026-09-09,Full-time,,"Yallo Retail in Riyadh seeks an experienced DevOps Engineer to manage containerized platforms built on Kubernetes, Rancher, and Longhorn. The role focuses on high availability, performance, security, and reliability across development, staging, and production environments. The candidate should have hands-on Kubernetes operations, Rancher management, Longhorn storage, and Linux system administration, with strong DevOps practices. On-site role in Riyadh with CI/CD and monitoring duties.","ci cd, ci/cd, devops, kubernetes, linux, rancher",https://en-sa.whatjobs.com/pub_api__cpl__10728970__7118?geoID=12&utm_campaign=publisher&utm_medium=api&utm_source=freehire.me
Multimedia Designer,ethosinteractive,Riyadh,Saudi Arabia,2026-09-09,Full-time,,"We’re looking for a Multimedia Designer who can think visually, move fast, and bring ideas to life across formats. Static, motion, digital, social if it has pixels, you’re comfortable with it. You don’t just decorate ideas; you help shape them. This role sits at the intersection of design, motion, and storytelling. Craft matters. Speed matters. Taste matters most. What You’ll Do: Design high-quality visual assets across digital, social, web, and presentations Create motion graphics and light animations (reels, stories, explainers, UI motion) Support campaigns with KV adaptations, layouts, and visual systems Collaborate closely with art directors, copywriters, and strategists Translate briefs into strong visual executions and push them further Adapt designs across formats while keeping the idea sharp and consistent Manage multiple tasks without dropping quality (or","ai, figma, illustrator, motion graphics, photoshop, premiere pro, typography, ui, video editing",https://jobs.smartrecruiters.com/EthosInteractive/744000148519179-multimedia-designer?utm_source=freehire.me
Information Security Specialist,tabby,Riyadh,Saudi Arabia,2026-09-09,Contract,,"We're looking for an Information Security Specialist (GRC) to join Tabby! The successful candidate will independently execute governance, risk, and compliance activities across the Tabby's information security programme. Information Security Governance Maintain and update the information security governance framework documentation, policy library, and associated standards and procedures. Draft and revise information security policies, standards, and baselines, ensuring alignment with applicable regulatory requirements and business objectives. Monitor and track changes in legal, regulatory, and contractual requirements affecting information security (SAMA CSF, PDPL, NCA ECC, PCI-DSS), updating the compliance register accordingly. Maintain and update role and responsibility matrices (RACI), information security governance committee documentation, and reporting packs. Coordinate security governance","cism, cybersecurity, fintech, governance, information security, iso 27001, pci dss, version control",https://tabby.pinpointhq.com/en/postings/a88aaefb-6478-48e6-be57-5694ec01a059?utm_source=freehire.me
"QA/QC Manager – Onsite, KSA",Decima International,Riyadh,Saudi Arabia,2026-09-09,Full-time,,"Decima International is a professional services company, providing project management and controls services to clients in the United States and the Middle East. Our mission is to become the premier professional services provider across all industry sectors we are engaged in. To accomplish this, Decima International’s founders established a simple yet powerful formula: Approach each client engagement as a partnership , create an environment that attracts the most talented professionals and allows them to flourish, and regulate growth to maintain excellence in our service standards. Decima International is a professional services company providing project management and controls services to clients in the United States and the Middle East. Our mission is to become the premier professional services provider across the industries we serve. We are seeking an experienced QA/QC","analytics, iso 9001, project management, qa, stakeholder management",https://job-boards.greenhouse.io/decimainternational/jobs/4707249006?utm_source=freehire.me
Junior Project Manager – Onsite,Decima International,Riyadh,Saudi Arabia,2026-09-09,Full-time,,"Decima International is a professional services company, providing project management and controls services to clients in the United States and the Middle East. Our mission is to become the premier professional services provider across all industry sectors we are engaged in. To accomplish this, Decima International’s founders established a simple yet powerful formula: Approach each client engagement as a partnership , create an environment that attracts the most talented professionals and allows them to flourish, and regulate growth to maintain excellence in our service standards. Junior Project manager Data Center We are seeking an experienced PMC Lead / Site Director to lead the delivery of a major hyperscale data center project. The role will serve as the PMC’s single point of accountability to the Owner, providing overall leadership across project governance,","governance, performance management, pmp, project management, stakeholder management",https://job-boards.greenhouse.io/decimainternational/jobs/4707957006?utm_source=freehire.me
Project Coordinator,Decima International,Riyadh,Saudi Arabia,2026-09-09,Full-time,,"Decima International is a professional services company, providing project management and controls services to clients in the United States and the Middle East. Our mission is to become the premier professional services provider across all industry sectors we are engaged in. To accomplish this, Decima International’s founders established a simple yet powerful formula: Approach each client engagement as a partnership , create an environment that attracts the most talented professionals and allows them to flourish, and regulate growth to maintain excellence in our service standards. Role Overview We are seeking a proactive, organized, and detail-oriented Administrative Assistant to support the day-to-day administrative and operational activities of our KSA office. The successful candidate will help ensure smooth office operations by coordinating",project management,https://job-boards.greenhouse.io/decimainternational/jobs/4709461006?utm_source=freehire.me
QA/QC Engineer,Decima International,Riyadh,Saudi Arabia,2026-09-09,Full-time,,"Decima International is a professional services company, providing project management and controls services to clients in the United States and the Middle East. Our mission is to become the premier professional services provider across all industry sectors we are engaged in. To accomplish this, Decima International’s founders established a simple yet powerful formula: Approach each client engagement as a partnership , create an environment that attracts the most talented professionals and allows them to flourish, and regulate growth to maintain excellence in our service standards. Role Overview We are seeking a driven and detail-oriented QA/QC Engineer to support quality assurance and quality control activities for major mission-critical and data center projects in KSA. The role will be responsible for conducting site inspections, monitoring","iso 9001, project management, qa, quality assurance, quality control",https://job-boards.greenhouse.io/decimainternational/jobs/4709458006?utm_source=freehire.me
Design Coordinator,Decima International,Riyadh,Saudi Arabia,2026-09-09,Full-time,,"Decima International is a professional services company, providing project management and controls services to clients in the United States and the Middle East. Our mission is to become the premier professional services provider across all industry sectors we are engaged in. To accomplish this, Decima International’s founders established a simple yet powerful formula: Approach each client engagement as a partnership , create an environment that attracts the most talented professionals and allows them to flourish, and regulate growth to maintain excellence in our service standards. Design Coordinator Saudi National Only Riyadh, Saudi Arabia | Onsite Decima International is a professional services company providing project management and controls services to clients in the United States and the Middle East. Our mission is to become the premier","autocad, bluebeam, navisworks, procore, project management, revit",https://job-boards.greenhouse.io/decimainternational/jobs/4710441006?utm_source=freehire.me
[KSA] Project Manager,Sia,Riyadh,Saudi Arabia,2026-09-09,Contract,,"We are seeking an experienced Project Manager to join our management consulting practice on a full-time contractor basis. The successful candidate will lead the end-to-end delivery of consulting engagements, coordinating cross-functional teams and senior stakeholders to ensure projects are delivered on time, within scope, and to a high standard of quality. Key Responsibilities: Project Delivery & Governance Lead end-to-end delivery of consulting engagements across multiple workstreams Develop and maintain project plans, schedules, milestones, and budgets Monitor risks, assumptions, issues, and dependencies throughout the project lifecycle Apply structured project management methodologies to drive efficiency and measurable outcomes Stakeholder Management Act as the primary point of contact between client leadership and the delivery team Communicate project status,","governance, pmp, project management, stakeholder management",https://jobs.smartrecruiters.com/Sia/744000148482829--ksa-project-manager-full-time-contractor-basis-?utm_source=freehire.me
